                                                            ZZGSES       1249125159937519332002402625                                                      20251128               
                                                            GSE  S       0832750106625012888001601750                                                      20260101
4090000000SACRAMENTO-ROSEVILLE-FOLSOM, CA                   GSE  S06650000832750106625012888001601750CA067CALIFORNIA                SACRAMENTO             2026010106650002025
4194000000SAN JOSE-SUNNYVALE-SANTA CLARA, CA                GSE  H18200001249125159937519332002402625CA069CALIFORNIA                SAN BENITO             2026010118200002025
4014000000RIVERSIDE-SAN BERNARDINO-ONTARIO, CA              GSE  S06000000832750106625012888001601750CA071CALIFORNIA                SAN BERNARDINO         2026010106000002025
4174000000SAN DIEGO-CHULA VISTA-CARLSBAD, CA                GSE  H09600001104000141335017084002123100CA073CALIFORNIA                SAN DIEGO              2026010109600002025
4186041884SAN FRANCISCO-OAKLAND-FREMONT, CA                 GSE  H17500001249125159937519332002402625CA075CALIFORNIA                SAN FRANCISCO          2026010117500002025
4470000000STOCKTON-LODI, CA                                 GSE  S05890000832750106625012888001601750CA077CALIFORNIA                SAN JOAQUIN            2026010105900002024
4202000000SAN LUIS OBISPO-PASO ROBLES, CA                   GSE  H08700001000500128085015482501924100CA079CALIFORNIA                SAN LUIS OBISPO        2026010108700002025
4186041884SAN FRANCISCO-OAKLAND-FREMONT, CA                 GSE  H17500001249125159937519332002402625CA081CALIFORNIA                SAN MATEO              2026010117500002025
4220000000SANTA MARIA-SANTA BARBARA, CA                     GSE  H08190000941850120575014574501811300CA083CALIFORNIA                SANTA BARBARA          2026010108190002025
4194000000SAN JOSE-SUNNYVALE-SANTA CLARA, CA                GSE  H18200001249125159937519332002402625CA085CALIFORNIA                SANTA CLARA            2026010118200002025
4210000000SANTA CRUZ-WATSONVILLE, CA                        GSE  H11000001249125159937519332002402625CA087CALIFORNIA                SANTA CRUZ             2026010111000002025
3982000000REDDING, CA                                       GSE  S03500000832750106625012888001601750CA089CALIFORNIA                SHASTA                 2026010103500002024
9999900000NON-METRO                                         GSE  S02200000832750106625012888001601750CA091CALIFORNIA                SIERRA                 2026010102750002023
9999900000NON-METRO                                         GSE  S02050000832750106625012888001601750CA093CALIFORNIA                SISKIYOU               2026010102350002022
4670000000VALLEJO, CA                                       GSE  S05940000832750106625012888001601750CA095CALIFORNIA                SOLANO                 2026010105960002022
4222000000SANTA ROSA-PETALUMA, CA                           GSE  H07800000897000114835013880501725050CA097CALIFORNIA                SONOMA                 2025010107800002024
3370000000MODESTO, CA                                       GSE  S04740000832750106625012888001601750CA099CALIFORNIA                STANISLAUS             2026010104740002025
4970000000YUBA CITY, CA                                     GSE  S04520000832750106625012888001601750CA101CALIFORNIA                SUTTER                 2026010104520002025
3978000000RED BLUFF, CA                                     GSE  S02950000832750106625012888001601750CA103CALIFORNIA                TEHAMA                 2026010102950002025
9999900000NON-METRO                                         GSE  S01750000832750106625012888001601750CA105CALIFORNIA                TRINITY                2026010102400002021
4730000000VISALIA, CA                                       GSE  S03710000832750106625012888001601750CA107CALIFORNIA                TULARE                 2026010103710002025
4376000000SONORA, CA                                        GSE  S03720000832750106625012888001601750CA109CALIFORNIA                TUOLUMNE               2026010103720002025
3710000000OXNARD-THOUSAND OAKS-VENTURA, CA                  GSE  H09000001035000132500016016001990450CA111CALIFORNIA                VENTURA                2026010109000002025
4090000000SACRAMENTO-ROSEVILLE-FOLSOM, CA                   GSE  S06650000832750106625012888001601750CA113CALIFORNIA                YOLO                   2026010106650002025
4970000000YUBA CITY, CA                                     GSE  S04520000832750106625012888001601750CA115CALIFORNIA                YUBA                   2026010104520002025
1974000000DENVER-AURORA-CENTENNIAL, CO                      GSE  H07500000862500110415013347001658700CO001COLORADO                  ADAMS                  2026010107500002025
1048000000ALAMOSA, CO                                       GSE  S02820000832750106625012888001601750CO003COLORADO                  ALAMOSA                2026010102820002025
1974000000DENVER-AURORA-CENTENNIAL, CO                      GSE  H07500000862500110415013347001658700CO005COLORADO                  ARAPAHOE               2026010107500002025
9999900000NON-METRO                                         GSE  S04060000832750106625012888001601750CO007COLORADO                  ARCHULETA              2026010104450002024
9999900000NON-METRO                                         GSE  S01140000832750106625012888001601750CO009COLORADO                  BACA                   2026010101140002025
9999900000NON-METRO                                         GSE  S01350000832750106625012888001601750CO011COLORADO                  BENT                   2026010101350002025
1450000000BOULDER, CO                                       GSE  H07650000879750112625013613501691850CO013COLORADO                  BOULDER                2026010107650002025
